evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 9:00:00 AM,11/20/2019 4:00:00 AM,11/20/2019 10:00:00 AM,11/20/2019 5:00:00 AM,PEPCO/MIDATL,2833
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 10:00:00 AM,11/20/2019 5:00:00 AM,11/20/2019 11:00:00 AM,11/20/2019 6:00:00 AM,PEPCO/MIDATL,3123
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 11:00:00 AM,11/20/2019 6:00:00 AM,11/20/2019 12:00:00 PM,11/20/2019 7:00:00 AM,PEPCO/MIDATL,3506
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 12:00:00 PM,11/20/2019 7:00:00 AM,11/20/2019 1:00:00 PM,11/20/2019 8:00:00 AM,PEPCO/MIDATL,3672
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 1:00:00 PM,11/20/2019 8:00:00 AM,11/20/2019 2:00:00 PM,11/20/2019 9:00:00 AM,PEPCO/MIDATL,3606
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 2:00:00 PM,11/20/2019 9:00:00 AM,11/20/2019 3:00:00 PM,11/20/2019 10:00:00 AM,PEPCO/MIDATL,3504
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 3:00:00 PM,11/20/2019 10:00:00 AM,11/20/2019 4:00:00 PM,11/20/2019 11:00:00 AM,PEPCO/MIDATL,3419
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 4:00:00 PM,11/20/2019 11:00:00 AM,11/20/2019 5:00:00 PM,11/20/2019 12:00:00 PM,PEPCO/MIDATL,3352
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 5:00:00 PM,11/20/2019 12:00:00 PM,11/20/2019 6:00:00 PM,11/20/2019 1:00:00 PM,PEPCO/MIDATL,3320
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 6:00:00 PM,11/20/2019 1:00:00 PM,11/20/2019 7:00:00 PM,11/20/2019 2:00:00 PM,PEPCO/MIDATL,3311
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 7:00:00 PM,11/20/2019 2:00:00 PM,11/20/2019 8:00:00 PM,11/20/2019 3:00:00 PM,PEPCO/MIDATL,3317
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 8:00:00 PM,11/20/2019 3:00:00 PM,11/20/2019 9:00:00 PM,11/20/2019 4:00:00 PM,PEPCO/MIDATL,3365
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 9:00:00 PM,11/20/2019 4:00:00 PM,11/20/2019 10:00:00 PM,11/20/2019 5:00:00 PM,PEPCO/MIDATL,3484
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 10:00:00 PM,11/20/2019 5:00:00 PM,11/20/2019 11:00:00 PM,11/20/2019 6:00:00 PM,PEPCO/MIDATL,3660
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 11:00:00 PM,11/20/2019 6:00:00 PM,11/21/2019 12:00:00 AM,11/20/2019 7:00:00 PM,PEPCO/MIDATL,3653
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 12:00:00 AM,11/20/2019 7:00:00 PM,11/21/2019 1:00:00 AM,11/20/2019 8:00:00 PM,PEPCO/MIDATL,3592
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 1:00:00 AM,11/20/2019 8:00:00 PM,11/21/2019 2:00:00 AM,11/20/2019 9:00:00 PM,PEPCO/MIDATL,3478
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 2:00:00 AM,11/20/2019 9:00:00 PM,11/21/2019 3:00:00 AM,11/20/2019 10:00:00 PM,PEPCO/MIDATL,3332
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 3:00:00 AM,11/20/2019 10:00:00 PM,11/21/2019 4:00:00 AM,11/20/2019 11:00:00 PM,PEPCO/MIDATL,3138
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 4:00:00 AM,11/20/2019 11:00:00 PM,11/21/2019 5:00:00 AM,11/21/2019 12:00:00 AM,PEPCO/MIDATL,2941
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 5:00:00 AM,11/21/2019 12:00:00 AM,11/21/2019 6:00:00 AM,11/21/2019 1:00:00 AM,PEPCO/MIDATL,2767
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 6:00:00 AM,11/21/2019 1:00:00 AM,11/21/2019 7:00:00 AM,11/21/2019 2:00:00 AM,PEPCO/MIDATL,2693
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 7:00:00 AM,11/21/2019 2:00:00 AM,11/21/2019 8:00:00 AM,11/21/2019 3:00:00 AM,PEPCO/MIDATL,2662
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 8:00:00 AM,11/21/2019 3:00:00 AM,11/21/2019 9:00:00 AM,11/21/2019 4:00:00 AM,PEPCO/MIDATL,2677
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 9:00:00 AM,11/21/2019 4:00:00 AM,11/21/2019 10:00:00 AM,11/21/2019 5:00:00 AM,PEPCO/MIDATL,2792
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 10:00:00 AM,11/21/2019 5:00:00 AM,11/21/2019 11:00:00 AM,11/21/2019 6:00:00 AM,PEPCO/MIDATL,3059
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 11:00:00 AM,11/21/2019 6:00:00 AM,11/21/2019 12:00:00 PM,11/21/2019 7:00:00 AM,PEPCO/MIDATL,3422
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 12:00:00 PM,11/21/2019 7:00:00 AM,11/21/2019 1:00:00 PM,11/21/2019 8:00:00 AM,PEPCO/MIDATL,3577
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 1:00:00 PM,11/21/2019 8:00:00 AM,11/21/2019 2:00:00 PM,11/21/2019 9:00:00 AM,PEPCO/MIDATL,3505
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 2:00:00 PM,11/21/2019 9:00:00 AM,11/21/2019 3:00:00 PM,11/21/2019 10:00:00 AM,PEPCO/MIDATL,3387
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 3:00:00 PM,11/21/2019 10:00:00 AM,11/21/2019 4:00:00 PM,11/21/2019 11:00:00 AM,PEPCO/MIDATL,3299
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 4:00:00 PM,11/21/2019 11:00:00 AM,11/21/2019 5:00:00 PM,11/21/2019 12:00:00 PM,PEPCO/MIDATL,3222
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 5:00:00 PM,11/21/2019 12:00:00 PM,11/21/2019 6:00:00 PM,11/21/2019 1:00:00 PM,PEPCO/MIDATL,3189
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 6:00:00 PM,11/21/2019 1:00:00 PM,11/21/2019 7:00:00 PM,11/21/2019 2:00:00 PM,PEPCO/MIDATL,3178
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 7:00:00 PM,11/21/2019 2:00:00 PM,11/21/2019 8:00:00 PM,11/21/2019 3:00:00 PM,PEPCO/MIDATL,3186
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 8:00:00 PM,11/21/2019 3:00:00 PM,11/21/2019 9:00:00 PM,11/21/2019 4:00:00 PM,PEPCO/MIDATL,3231
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 9:00:00 PM,11/21/2019 4:00:00 PM,11/21/2019 10:00:00 PM,11/21/2019 5:00:00 PM,PEPCO/MIDATL,3335
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 10:00:00 PM,11/21/2019 5:00:00 PM,11/21/2019 11:00:00 PM,11/21/2019 6:00:00 PM,PEPCO/MIDATL,3493
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/21/2019 11:00:00 PM,11/21/2019 6:00:00 PM,11/22/2019 12:00:00 AM,11/21/2019 7:00:00 PM,PEPCO/MIDATL,3471
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/22/2019 12:00:00 AM,11/21/2019 7:00:00 PM,11/22/2019 1:00:00 AM,11/21/2019 8:00:00 PM,PEPCO/MIDATL,3401
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/22/2019 1:00:00 AM,11/21/2019 8:00:00 PM,11/22/2019 2:00:00 AM,11/21/2019 9:00:00 PM,PEPCO/MIDATL,3285
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/22/2019 2:00:00 AM,11/21/2019 9:00:00 PM,11/22/2019 3:00:00 AM,11/21/2019 10:00:00 PM,PEPCO/MIDATL,3139
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/22/2019 3:00:00 AM,11/21/2019 10:00:00 PM,11/22/2019 4:00:00 AM,11/21/2019 11:00:00 PM,PEPCO/MIDATL,2944
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/22/2019 4:00:00 AM,11/21/2019 11:00:00 PM,11/22/2019 5:00:00 AM,11/22/2019 12:00:00 AM,PEPCO/MIDATL,2754
