Entity Type,site
Entity Id,3563490
field,GHIh_t_sum
timestamp,"Maret School - Expected Insolation Global Horizontal - TMY3, sum, (Wh/m&#178;)"
01/03/2019 00:00:00,1915.419
01/04/2019 00:00:00,1915.419
01/05/2019 00:00:00,1915.419
01/06/2019 00:00:00,1915.419
01/07/2019 00:00:00,1915.419
01/08/2019 00:00:00,1915.419
01/09/2019 00:00:00,1915.419
01/10/2019 00:00:00,1915.419
01/11/2019 00:00:00,1915.419
01/12/2019 00:00:00,1915.419
01/13/2019 00:00:00,1915.419
01/14/2019 00:00:00,1915.419
01/15/2019 00:00:00,1915.419
01/16/2019 00:00:00,1915.419
01/17/2019 00:00:00,1915.419
01/18/2019 00:00:00,1915.419
01/19/2019 00:00:00,1915.419
01/20/2019 00:00:00,1915.419
01/21/2019 00:00:00,1915.419
01/22/2019 00:00:00,1915.419
01/23/2019 00:00:00,1915.419
01/24/2019 00:00:00,1915.419
01/25/2019 00:00:00,1915.419
01/26/2019 00:00:00,1915.419
